Gender,Age at time of application,Year of Application,A-levels scores,Education,University Name,Address,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Refree 1,Refree 2,Refree 3,Was Hired by a Company within 6 months
Trans,41,2020,54,Arts,"UNIVERSITY OF NOTTINGHAM, THE",Norfolk,Self Business,Arts,84452,1,Contractual:Transportation,Contractual:Arts,Contractual:Engineering,0
Trans,47,2000,58,STEM,UNIVERSITY OF CHESTER,Midlothian,Salaried,Health,129910,0,NA,NA,NA,0
Trans,41,2001,66,Arts,UNIVERSITY OF SURREY,Armagh,Self Business,Transportation,61805,1,Self Business:Transportation,Contractual:IT,Self Business:Law,0
Male,43,2009,82,Arts,UNIVERSITY OF WINCHESTER,Surrey,Salaried,Engineering,124503,1,Salaried:Law,Salaried:IT,Contractual:Health,1
Female,40,2022,51,Law,BATH SPA UNIVERSITY,West Yorkshire,Contractual,Health,76813,0,NA,NA,NA,0
Female,41,1998,48,Law,NORTHUMBRIA UNIVERSITY NEWCASTLE,North Lanarkshire,None,None,0,1,Contractual:Accounting,Self Business:Accounting,Contractual:Transportation,0
Female,43,2020,75,STEM,LIVERPOOL HOPE UNIVERSITY,Bedfordshire,Contractual,Engineering,118944,0,NA,NA,NA,0
Trans,46,2022,69,Law,"ST MARY'S UNIVERSITY, TWICKENHAM",Fermanagh,Contractual,Arts,117976,1,Contractual:Law,Salaried:IT,Contractual:IT,0
Non-binary,48,2014,87,Law,ROYAL CONSERVATOIRE OF SCOTLAND,Eilean Siar,Contractual,Arts,0,1,Self Business:Transportation,Self Business:IT,Contractual:Engineering,1
Female,45,2011,49,Law,HERIOT-WATT UNIVERSITY,Bedfordshire,Contractual,Transportation,123353,1,Contractual:IT,Contractual:IT,Contractual:Law,0
Trans,48,2014,75,Arts,UNIVERSITY OF EDINBURGH,South Yorkshire,Salaried,Accounting,86661,1,Contractual:Transportation,Contractual:IT,Contractual:Law,0
Male,43,2018,46,STEM,UNIVERSITY OF BATH (THE),Aberdeenshire,Salaried,IT,129487,1,Contractual:IT,Contractual:Arts,Contractual:Engineering,0
Trans,46,1998,50,STEM,UNIVERSITY OF BRISTOL,Cleveland,Salaried,Engineering,75369,1,Self Business:Engineering,Self Business:Engineering,Self Business:Arts,0
Female,48,2013,65,Business,ROYAL HOLLOWAY COLLEGE AND BEDFORD NEW COLLEGE,Merionethshire,Self Business,Health,139886,0,NA,NA,NA,0
Male,41,2012,55,STEM,"UNIVERSITY OF WORCESTER, THE",Breconshire,Self Business,Law,77283,1,Salaried:Accounting,Contractual:Accounting,Self Business:Accounting,0
Non-binary,46,2002,59,Arts,"UNIVERSITY OF THE ARTS, LONDON",Derry and Londonderry,Self Business,Transportation,58746,1,Self Business:Engineering,Self Business:Transportation,Self Business:IT,0
Male,46,2010,40,Business,UNIVERSITY OF BEDFORDSHIRE,Buckinghamshire,None,None,0,1,Self Business:Arts,Salaried:IT,Salaried:IT,0
Female,49,2010,63,Law,UNIVERSITY COLLEGE BIRMINGHAM,Northamptonshire,Salaried,IT,133907,0,NA,NA,NA,0
Male,46,1999,68,Law,UNIVERSITY OF READING,Cheshire,Self Business,Arts,96768,0,NA,NA,NA,0
Trans,44,2009,59,Law,HARPER ADAMS UNIVERSITY,West Sussex,Self Business,Law,133825,0,NA,NA,NA,0
Female,47,2015,71,Law,LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE,Anglesey,Self Business,Accounting,96369,1,Self Business:Engineering,Contractual:IT,Salaried:Arts,1
Male,46,2011,43,Business,GLASGOW CALEDONIAN UNIVERSITY,Northumberland,None,None,0,1,Salaried:Health,Contractual:IT,Contractual:Law,0
Non-binary,43,2020,86,Law,IMPERIAL COLLEGE LONDON,Suffolk,Self Business,Law,0,1,Salaried:Engineering,Self Business:Law,Contractual:IT,1
Female,40,2020,62,Law,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,Nottinghamshire,None,None,0,0,NA,NA,NA,0
Male,45,2013,47,Law,UNIVERSITY OF BIRMINGHAM,Suffolk,None,None,0,0,NA,NA,NA,0
Trans,44,1999,74,Law,KINGSTON UNIVERSITY,Pembrokeshire,None,None,0,1,Salaried:IT,Self Business:Health,Contractual:Engineering,0
Female,43,2003,48,Arts,UNIVERSITY OF WARWICK,Moray,None,None,128241,0,NA,NA,NA,0
Male,42,2002,42,Law,CRANFIELD UNIVERSITY,Nottinghamshire,None,None,0,1,Self Business:Accounting,Contractual:Law,Contractual:Law,0
Non-binary,49,2016,53,Business,LEEDS COLLEGE OF ART,Cumbria,None,None,0,1,Contractual:Law,Self Business:Engineering,Self Business:Health,0
Trans,45,2012,70,Arts, University of Oxford,Monmouthshire,Self Business,Transportation,102384,1,Self Business:Law,Self Business:IT,Contractual:Arts,1
Trans,42,2010,45,Arts,UNIVERSITY OF WOLVERHAMPTON,Lancashire,Contractual,Transportation,137423,1,Self Business:Health,Salaried:Transportation,Contractual:Accounting,0
Trans,42,2005,46,Law,UNIVERSITY OF STRATHCLYDE,South Lanarkshire,None,None,0,1,Contractual:Law,Contractual:Transportation,Salaried:IT,0
Male,43,2022,80,Arts,UNIVERSITY OF EXETER,Fermanagh,None,None,0,0,NA,NA,NA,0
Non-binary,42,2008,59,Arts,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,Gloucestershire,Self Business,Law,47399,0,NA,NA,NA,0
Male,41,2009,47,Law,HARPER ADAMS UNIVERSITY,Somerset,None,None,0,1,Salaried:Health,Salaried:Engineering,Salaried:Engineering,0
Non-binary,49,2001,72,Arts,UNIVERSITY OF GREENWICH,Kent,Contractual,Law,61538,1,Salaried:Accounting,Salaried:Transportation,Contractual:Health,1
Male,41,2016,84,Arts,University College London,Worcestershire,Contractual,Accounting,98599,1,Salaried:Engineering,Self Business:Transportation,Contractual:Accounting,1
Male,42,2007,84,STEM, University of Oxford,Renfrewshire,Self Business,Engineering,70782,1,Salaried:Law,Salaried:Accounting,Contractual:Law,1
Trans,47,2013,64,Arts,UNIVERSITY OF SHEFFIELD,Armagh,None,None,0,0,NA,NA,NA,0
Female,43,2002,72,Arts,UNIVERSITY OF WOLVERHAMPTON,West Berkshire,Contractual,Health,74339,0,NA,NA,NA,0
Trans,48,2016,45,Law,UNIVERSITY OF ABERTAY DUNDEE,Antrim,Self Business,Transportation,75860,0,NA,NA,NA,0
Trans,47,2015,87,Business,UNIVERSITY OF BRIGHTON,Berkshire,Contractual,Health,102757,1,Salaried:Law,Self Business:Health,Contractual:Transportation,1
Male,49,2015,85,Business,TEESSIDE UNIVERSITY,Suffolk,Self Business,Transportation,58223,1,Self Business:Engineering,Salaried:Arts,Contractual:Engineering,1
Non-binary,44,2011,87,Law, University of Oxford,Tyrone,Contractual,Health,49682,1,Salaried:Health,Salaried:IT,Contractual:Transportation,1
Non-binary,46,1998,77,Business,UNIVERSITY OF BOLTON,Shetland Islands,Contractual,Engineering,40468,0,NA,NA,NA,0
Female,49,2010,78,Law,CRANFIELD UNIVERSITY,Antrim,None,None,0,0,NA,NA,NA,0
Male,44,2018,78,Business,TEESSIDE UNIVERSITY,Monmouthshire,None,None,68595,1,Self Business:Accounting,Salaried:Transportation,Contractual:Arts,0
Non-binary,49,2022,49,STEM,"UNIVERSITY OF NOTTINGHAM, THE",Dundee City,Contractual,Transportation,54352,0,NA,NA,NA,0
Female,40,2010,81,Business,PLYMOUTH UNIVERSITY,Lincolnshire,Contractual,Accounting,142473,1,Salaried:IT,Salaried:Accounting,Contractual:Health,1
Trans,42,1998,55,Business,UNIVERSITY OF PORTSMOUTH,Wiltshire,Salaried,Accounting,63521,0,NA,NA,NA,0
Male,44,2016,57,STEM,CANTERBURY CHRIST CHURCH UNIVERSITY,Derbyshire,None,None,0,0,NA,NA,NA,0
Trans,40,2005,53,Business,UNIVERSITY OF ST ANDREWS,Glamorgan,Self Business,Arts,67269,1,Contractual:Law,Contractual:Arts,Contractual:Accounting,0
Trans,42,2020,87,Arts,"ST. GEORGE'S, UNIVERSITY OF LONDON",Berkshire,Self Business,Health,60954,1,Salaried:Accounting,Salaried:Transportation,Contractual:Accounting,1
Trans,43,2014,68,Arts,UNIVERSITY OF YORK,Bedfordshire,None,None,50205,0,NA,NA,NA,0
Non-binary,48,2000,79,Arts,"UNIVERSITY OF NORTHAMPTON,THE",Berkshire,Contractual,IT,106032,1,Self Business:Arts,Self Business:Accounting,Contractual:Transportation,1
Trans,46,2000,61,Law,THE UNIVERSITY OF WESTMINSTER,Stirling,Self Business,Engineering,67554,0,NA,NA,NA,0
Non-binary,43,2007,52,STEM,BANGOR UNIVERSITY,Northumberland,Salaried,Engineering,127944,0,NA,NA,NA,0
Non-binary,43,2000,49,Business,THE UNIVERSITY OF WESTMINSTER,Merseyside,Contractual,Health,146980,1,Self Business:Accounting,Self Business:Accounting,Contractual:Health,0
Trans,49,2007,44,Law,UNIVERSITY OF SOUTHAMPTON,Hampshire,Contractual,Health,143408,0,NA,NA,NA,0
Female,44,2014,83,STEM,UNIVERSITY OF WALES PRIFYSGOL CYMRU,Anglesey,Self Business,Arts,132887,1,Salaried:Health,Self Business:Engineering,Salaried:Accounting,1
Female,43,2019,40,STEM,CANTERBURY CHRIST CHURCH UNIVERSITY,North Ayrshire,Salaried,Arts,103599,0,NA,NA,NA,0
Non-binary,49,2021,86,Arts,IMPERIAL COLLEGE LONDON,Worcestershire,Contractual,Transportation,68600,1,Self Business:Accounting,Salaried:Transportation,Contractual:Accounting,1
Non-binary,42,2018,59,Arts,NEWMAN UNIVERSITY,Derbyshire,Salaried,Transportation,72093,0,NA,NA,NA,0
Non-binary,45,2008,57,Law,LEEDS METROPOLITAN UNIVERSITY,Cleveland,Contractual,Transportation,97830,0,NA,NA,NA,0
Female,47,2007,52,Business,ROYAL COLLEGE OF ART(THE),Greater London,Salaried,Health,81216,0,NA,NA,NA,0
Non-binary,48,2013,56,Arts,ST MARY'S UNIVERSITY COLLEGE,Derbyshire,None,None,0,0,NA,NA,NA,0
Non-binary,41,2016,87,Law,"ARTS UNIVERSITY BOURNEMOUTH, THE",Eilean Siar,Contractual,Transportation,76267,1,Salaried:Law,Salaried:Law,Salaried:Engineering,1
Male,41,2010,49,Law,BATH SPA UNIVERSITY,Tyne and Wear,Salaried,Law,44776,1,Self Business:Transportation,Contractual:Arts,Contractual:IT,0
Female,49,2002,59,Arts,UNIVERSITY OF EDINBURGH,Falkirk,Contractual,Health,83135,1,Self Business:Transportation,Salaried:Transportation,Contractual:Law,0
Non-binary,42,2000,49,STEM,LOUGHBOROUGH UNIVERSITY,Kent,Contractual,Accounting,67308,1,Self Business:Engineering,Self Business:Transportation,Self Business:Accounting,0
Female,46,2005,57,Business,NOTTINGHAM TRENT UNIVERSITY,Monmouthshire,Contractual,Engineering,112693,0,NA,NA,NA,0
Non-binary,42,2004,60,Law,YORK ST JOHN UNIVERSITY,West Lothian,Salaried,Accounting,148545,0,NA,NA,NA,0
Female,41,2018,64,Law,QUEEN'S UNIVERSITY OF BELFAST,Fife,None,None,48193,1,Self Business:IT,Self Business:Law,Contractual:Accounting,0
Male,40,2016,86,Law,UNIVERSITY OF GLOUCESTERSHIRE,Surrey,Contractual,Accounting,98256,1,Salaried:Law,Self Business:Arts,Contractual:Arts,1
Non-binary,47,2005,77,Arts,UNIVERSITY OF BEDFORDSHIRE,Falkirk,Contractual,Engineering,67143,1,Salaried:IT,Contractual:IT,Contractual:Engineering,0
Male,49,1998,57,STEM,ROYAL HOLLOWAY COLLEGE AND BEDFORD NEW COLLEGE,East Lothian,Contractual,Engineering,99821,0,NA,NA,NA,0
Trans,40,2005,53,Law,BOURNEMOUTH UNIVERSITY,North Yorkshire,None,None,83722,0,NA,NA,NA,0
Trans,44,2005,87,Business, University of Oxford,Flintshire,Contractual,IT,84184,1,Self Business:IT,Self Business:Arts,Contractual:Accounting,1
Trans,45,2012,53,Law,KING'S COLLEGE LONDON,Moray,None,None,0,1,Salaried:Health,Contractual:Arts,Contractual:Law,0
Male,43,2001,82,STEM,NORWICH UNIVERSITY OF THE ARTS,Buckinghamshire,Salaried,Law,120431,1,Self Business:Health,Salaried:Arts,Contractual:IT,1
Trans,41,2021,41,STEM,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,East Renfrewshire,Contractual,Accounting,65935,0,NA,NA,NA,0
Female,43,2001,63,Arts,"UNIVERSITY OF NORTHAMPTON,THE",Glamorgan,Salaried,Arts,120043,1,Salaried:Health,Contractual:Arts,Salaried:IT,0
Female,43,2009,89,Arts,ROYAL ACADEMY OF MUSIC,Flintshire,Contractual,Transportation,75191,1,Salaried:Transportation,Salaried:IT,Contractual:Law,1
Trans,48,1998,54,Business,NEWMAN UNIVERSITY,Denbighshire,Contractual,Health,60900,1,Self Business:Accounting,Salaried:Health,Self Business:Accounting,0
Trans,41,2021,85,Arts,"UNIVERSITY OF WORCESTER, THE",Kent,Salaried,Health,0,1,Salaried:IT,Salaried:Law,Contractual:IT,1
Non-binary,47,2007,84,Business,UNIVERSITY OF WALES: TRINITY SAINT DAVID,Dumfries and Galloway,Contractual,Accounting,116437,1,Self Business:Law,Self Business:Health,Contractual:Accounting,1
Trans,40,2002,53,Arts,OXFORD BROOKES UNIVERSITY,Midlothian,Contractual,Arts,138414,0,NA,NA,NA,0
Non-binary,48,2000,57,STEM,MIDDLESEX UNIVERSITY,Greater London,Salaried,Health,44975,0,NA,NA,NA,0
Non-binary,49,2000,81,STEM,UNIVERSITY OF LINCOLN,Buckinghamshire,Contractual,Engineering,125910,1,Self Business:Arts,Self Business:IT,Contractual:IT,1
Non-binary,40,2000,87,Arts,UNIVERSITY OF OXFORD,Warwickshire,Contractual,Accounting,119638,1,Self Business:Transportation,Self Business:Accounting,Contractual:Law,1
Non-binary,42,2022,68,Law,BISHOP GROSSETESTE UNIVERSITY,Northumberland,Self Business,Arts,107605,0,NA,NA,NA,0
Female,43,2004,54,Business,EDGE HILL UNIVERSITY,Clackmannanshire,None,None,0,0,NA,NA,NA,0
Non-binary,49,2003,43,STEM,ROYAL CONSERVATOIRE OF SCOTLAND,Hampshire,Self Business,Engineering,60653,1,Contractual:Arts,Self Business:Transportation,Contractual:Transportation,0
Trans,41,2010,78,Law,BIRMINGHAM CITY UNIVERSITY,Armagh,Contractual,Law,49517,0,NA,NA,NA,0
Female,48,2014,45,Business,BIRMINGHAM CITY UNIVERSITY,Essex,Contractual,Law,90340,1,Self Business:Law,Self Business:Law,Self Business:Arts,0
Trans,43,2006,44,Business,ANGLIA RUSKIN UNIVERSITY,Lincolnshire,Salaried,Health,127008,1,Self Business:Arts,Salaried:Engineering,Salaried:Transportation,0
Male,47,2007,59,Arts,DE MONTFORT UNIVERSITY,Staffordshire,None,None,0,1,Self Business:Law,Contractual:IT,Self Business:Law,0
Male,43,2017,87,STEM,UNIVERSITY OF GLASGOW,Glasgow City,Self Business,Accounting,136658,1,Self Business:IT,Self Business:Transportation,Contractual:Law,1
Female,46,2006,60,STEM,"UNIVERSITY OF WORCESTER, THE",Dundee City,None,None,42609,0,NA,NA,NA,0
Non-binary,48,1998,61,Business,UNIVERSITY OF HULL,Antrim,Salaried,Law,128553,0,NA,NA,NA,0
Female,44,2014,89,Business,UNIVERSITY OF WARWICK,Perth and Kinross,Salaried,Law,88040,1,Self Business:Arts,Self Business:Arts,Contractual:Arts,1
Non-binary,41,2008,54,Business,LIVERPOOL HOPE UNIVERSITY,West Yorkshire,Self Business,Accounting,73648,0,NA,NA,NA,0
Female,46,2002,45,STEM,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",Kent,Contractual,Accounting,57374,1,Self Business:Arts,Contractual:Health,Contractual:Arts,0
Non-binary,47,1998,53,Business,UNIVERSITY OF SHEFFIELD,Greater London,Contractual,Law,125547,0,NA,NA,NA,0
Male,44,1999,67,Business,UNIVERSITY OF DUNDEE,Breconshire,Salaried,Accounting,64908,0,NA,NA,NA,0
Female,43,2022,40,Arts,UNIVERSITY OF GLASGOW,Norfolk,None,None,0,0,NA,NA,NA,0
Female,47,2010,75,Arts,UNIVERSITY OF KENT,Surrey,Salaried,Transportation,136526,1,Self Business:Transportation,Self Business:Arts,Contractual:IT,1
Trans,45,1998,76,STEM,UNIVERSITY OF PORTSMOUTH,East Dunbartonshire,Salaried,Engineering,96835,0,NA,NA,NA,0
Non-binary,49,2005,74,Business,UNIVERSITY OF YORK,Carmarthenshire,Self Business,Arts,56219,1,Contractual:Accounting,Self Business:IT,Self Business:Law,0
Male,42,2003,65,STEM,BOURNEMOUTH UNIVERSITY,Glamorgan,Contractual,IT,86636,1,Contractual:Health,Contractual:Health,Salaried:Law,0
Male,48,2012,85,Law,UNIVERSITY OF DURHAM,Merseyside,Salaried,Transportation,0,1,Salaried:Arts,Salaried:Engineering,Contractual:Transportation,1
Non-binary,46,2021,88,Business,"UNIVERSITY OF SALFORD, THE",Kent,Salaried,Law,0,1,Salaried:IT,Self Business:Law,Contractual:Health,1
Female,49,2016,76,Law,NORWICH UNIVERSITY OF THE ARTS,Worcestershire,Self Business,Health,72976,1,Self Business:Arts,Contractual:IT,Contractual:Transportation,0
Non-binary,48,2015,79,Arts,UNIVERSITY OF ESSEX,Kent,Self Business,Transportation,0,1,Salaried:Arts,Self Business:Engineering,Contractual:IT,1
Male,48,2018,74,Arts,Universirt of Cambridge,Lincolnshire,Self Business,Law,0,1,Salaried:IT,Self Business:Accounting,Contractual:Health,1
Female,47,2017,71,Law,GLASGOW CALEDONIAN UNIVERSITY,West Berkshire,None,None,0,1,Self Business:Engineering,Contractual:Law,Contractual:Transportation,0
Female,46,2016,46,Arts,"UNIVERSITY OF NORTHAMPTON,THE",Glamorgan,Salaried,IT,85813,1,Salaried:Engineering,Contractual:Law,Contractual:Health,0
Trans,42,2005,58,STEM,BUCKINGHAMSHIRE NEW UNIVERSITY,Angus,None,None,42036,1,Self Business:Arts,Salaried:IT,Salaried:Engineering,0
Female,45,2007,42,STEM,"ST MARY'S UNIVERSITY, TWICKENHAM",Merseyside,Contractual,IT,45132,1,Contractual:Engineering,Contractual:Health,Contractual:IT,0
Male,42,2005,87,Business,LEEDS METROPOLITAN UNIVERSITY,North Yorkshire,Contractual,Transportation,71149,1,Salaried:Law,Self Business:Accounting,Contractual:IT,1
Female,45,2002,71,Law,UNIVERSITY OF PORTSMOUTH,West Berkshire,Self Business,Law,108006,0,NA,NA,NA,0
Female,40,2021,65,STEM,QUEEN'S UNIVERSITY OF BELFAST,Monmouthshire,None,None,0,0,NA,NA,NA,0
Female,46,2020,73,Business,Universirt of Cambridge,Anglesey,Salaried,Accounting,109806,1,Salaried:Arts,Salaried:Health,Contractual:Transportation,1
Non-binary,48,2008,73,Arts,ROYAL ACADEMY OF MUSIC,Fife,Self Business,Law,146523,1,Salaried:Transportation,Contractual:Health,Contractual:Transportation,0
Trans,41,2011,77,Law,ST MARY'S UNIVERSITY COLLEGE,Clackmannanshire,Salaried,Arts,47092,1,Contractual:Arts,Self Business:Accounting,Contractual:Accounting,0
Trans,48,2022,70,Law,UNIVERSITY OF SOUTHAMPTON,Inverclyde,None,None,0,1,Salaried:Engineering,Contractual:IT,Salaried:Accounting,0
Trans,44,2010,83,STEM,UNIVERSITY OF SUSSEX,Merseyside,Self Business,Law,114204,1,Self Business:Health,Salaried:Engineering,Contractual:Transportation,1
Non-binary,49,2021,55,STEM,UNIVERSITY OF SUNDERLAND,West Yorkshire,Contractual,Law,135525,0,NA,NA,NA,0
Male,49,2018,85,STEM,"ARTS UNIVERSITY BOURNEMOUTH, THE",Berkshire,Salaried,Engineering,63013,1,Salaried:Transportation,Self Business:Engineering,Contractual:IT,1
Male,41,2017,85,Business,NORTHUMBRIA UNIVERSITY NEWCASTLE,Antrim,Salaried,Transportation,59740,1,Salaried:Accounting,Self Business:Transportation,Self Business:Accounting,1
Trans,46,2004,76,STEM,OPEN UNIVERSITY(THE),Down,Self Business,Health,124898,0,NA,NA,NA,0
Male,49,2001,74,Law,COVENTRY UNIVERSITY,North Lanarkshire,Self Business,Engineering,107211,0,NA,NA,NA,0
Non-binary,41,2011,61,STEM,UNIVERSITY OF GLOUCESTERSHIRE,Eilean Siar,Salaried,Law,82070,1,Self Business:Transportation,Salaried:IT,Self Business:Transportation,0
Male,44,2008,42,Law,THE UNIVERSITY OF WESTMINSTER,Dundee City,Self Business,Health,146221,0,NA,NA,NA,0
Male,45,2002,84,Arts,UNIVERSITY OF YORK,Kent,Salaried,IT,127635,1,Self Business:Health,Self Business:Arts,Contractual:Health,1
Trans,48,2010,86,Business,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,East Dunbartonshire,Contractual,Law,137107,1,Self Business:Law,Salaried:Engineering,Contractual:Accounting,1
Non-binary,48,2014,87,Law,UNIVERSITY OF BRIGHTON,Dorset,Self Business,Arts,73126,1,Salaried:Law,Salaried:Accounting,Contractual:Engineering,1
Female,46,2020,74,Law,BOURNEMOUTH UNIVERSITY,Falkirk,Salaried,Transportation,74629,0,NA,NA,NA,0
Non-binary,45,2011,54,STEM,BUCKINGHAMSHIRE NEW UNIVERSITY,West Midlands,None,None,112705,0,NA,NA,NA,0
Female,47,2009,87,Arts,UNIVERSITY OF DUNDEE,Moray,Self Business,Accounting,148549,1,Self Business:Arts,Self Business:Engineering,Contractual:Health,1
Trans,44,2004,74,STEM,UNIVERSITY OF SUNDERLAND,Scottish Borders,None,None,0,0,NA,NA,NA,0
Female,40,2002,45,Business,LONDON BUSINESS SCHOOL,Aberdeenshire,None,None,0,1,Salaried:Accounting,Self Business:Law,Contractual:Engineering,0
Non-binary,47,2019,89,Law,LEEDS METROPOLITAN UNIVERSITY,Inverclyde,Salaried,Law,136422,1,Self Business:Transportation,Contractual:Engineering,Salaried:Engineering,1
Non-binary,46,2018,63,STEM,LEEDS METROPOLITAN UNIVERSITY,Aberdeenshire,Contractual,IT,130959,1,Self Business:Accounting,Self Business:Arts,Salaried:Health,0
Trans,47,2021,86,Business,LEEDS METROPOLITAN UNIVERSITY,Kent,Salaried,Health,121581,1,Self Business:Law,Contractual:Transportation,Salaried:Health,1
Male,42,1999,68,STEM,UNIVERSITY COLLEGE LONDON,Renfrewshire,None,None,0,0,NA,NA,NA,0
Non-binary,48,2007,69,Business,STRANMILLIS UNIVERSITY COLLEGE,West Sussex,Contractual,IT,142016,0,NA,NA,NA,0
Trans,43,2012,78,Law,UNIVERSITY OF EXETER,North Yorkshire,Self Business,Transportation,120953,1,Self Business:Engineering,Contractual:Law,Self Business:Engineering,0
Male,48,2012,64,STEM,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,Essex,Salaried,Health,122859,0,NA,NA,NA,0
Non-binary,47,2019,54,STEM,GLYNDWR UNIVERSITY,East Lothian,None,None,0,0,NA,NA,NA,0
Non-binary,48,2017,55,Law,LONDON BUSINESS SCHOOL,West Dunbartonshire,Salaried,Accounting,63953,0,NA,NA,NA,0
Male,42,2019,58,Business,UNIVERSITY OF BOLTON,Cleveland,Self Business,Accounting,93654,0,NA,NA,NA,0
Female,41,2022,84,Arts,GLASGOW SCHOOL OF ART.,Hertfordshire,Self Business,Transportation,95237,1,Self Business:Transportation,Salaried:Law,Contractual:Arts,1
Female,49,1999,70,Arts,"UNIVERSITY OF THE ARTS, LONDON",Falkirk,Contractual,IT,46832,0,NA,NA,NA,0
Trans,49,2002,64,Law,UNIVERSITY OF ABERTAY DUNDEE,Falkirk,Contractual,IT,93315,0,NA,NA,NA,0
Non-binary,45,2006,61,STEM,"ST. GEORGE'S, UNIVERSITY OF LONDON",Falkirk,None,None,0,1,Contractual:Arts,Contractual:Arts,Contractual:IT,0
Non-binary,42,2022,59,Arts,"ST MARY'S UNIVERSITY, TWICKENHAM",Montgomeryshire,Self Business,Transportation,45186,1,Self Business:Health,Salaried:Health,Self Business:Accounting,0
Male,44,2017,57,Law,ANGLIA RUSKIN UNIVERSITY,Glamorgan,Salaried,Law,86740,1,Self Business:Engineering,Contractual:IT,Self Business:Law,0
Female,47,2012,44,Business,BIRMINGHAM CITY UNIVERSITY,Monmouthshire,Self Business,Arts,101413,1,Salaried:IT,Contractual:Law,Contractual:Arts,0
Female,47,2016,51,Business,ROEHAMPTON UNIVERSITY,Stirling,None,None,59248,1,Salaried:Arts,Self Business:Arts,Contractual:Arts,0
Female,40,2007,81,Arts,SWANSEA UNIVERSITY,Perth and Kinross,Contractual,Accounting,136337,1,Self Business:Transportation,Self Business:Health,Contractual:IT,1
Trans,41,2022,61,Arts,UNIVERSITY OF SURREY,Hertfordshire,Salaried,Law,48675,1,Salaried:Transportation,Contractual:Health,Contractual:Engineering,0
Trans,49,2017,63,Business,UNIVERSITY OF PORTSMOUTH,Shetland Islands,Contractual,Law,61319,1,Self Business:Accounting,Salaried:Law,Contractual:Accounting,0
Male,46,1998,53,Business,QUEEN MARY UNIVERSITY OF LONDON,Cumbria,None,None,0,1,Salaried:Arts,Self Business:Health,Salaried:Law,0
